"e+ px","py","pz","e-1 px","py","pz","e-2 px","py","pz"
-0.000016862069649,0.0021037220942,-0.0017697258222,0.0047869415266,0.01419400409,-0.01547828431,-0.00097089426844,0.00094081117406,-0.0012948649437
-0.0047575402435,0.0044669102047,-0.0035463022226,-0.018523973758,0.011693497284,-0.011523639979,-0.0047097607154,0.0023282618126,-0.0018494806931
0.0020283023799,0.0047196713116,-0.00067699549683,0.0043751691505,0.013189489106,-0.0056281101493,0.0044470771055,0.023777041645,-0.0033842707718
0.0031637391523,0.0010528084913,0.00029698662822,0.0098854146664,0.0092339752144,-0.0022299268738,0.030147307721,0.011067930342,-0.004345295477
-0.00025641331717,-0.000036989762206,-0.00021789378514,0.00051741068689,-0.00024928651862,0.0015384905659,0.0085304578933,-0.034852121553,0.018247576293
-0.00043251394664,-0.00013133373737,0.00018327530452,-0.000044919730132,-0.00072633011519,-0.001753825719,-0.0061131084118,0.0053530694607,-0.031310584178
-0.0031706133394,0.0042389453178,0.00025643215029,-0.017621967826,-0.030219664465,-0.022569866385,0.00059326175477,0.0008061184814,0.0014509935915
0.0021584823054,0.020777568712,-0.0087818733618,0.00036987403366,0.00030591191441,-0.00035466532479,0.0016808788457,-0.0015234839048,-0.0046508554252
0.0029794469413,0.0093500912009,-0.0080152679264,-0.0043245354279,0.0085421406609,5.4222166047e-6,0.0094994949896,0.028768127114,0.013690015079
0.01467402145,-0.014001855572,-0.018534206957,0.005789458568,-0.0058923887928,-0.010704994966,0.0050331401169,-0.007330900082,0.0025926310303
0.0072951133942,-0.010938840466,0.012885541077,0.0018391745698,-0.0038331999299,0.0039755318455,-0.0030376978617,-0.016826743821,0.011715866656
-0.001367642356,0.0051244668532,0.0020173906461,-0.00049638631669,0.00075223370126,0.0015951441287,-0.0026377136914,0.0034590990292,0.00092735545464
-0.000016862069649,0.0021037220942,-0.0017697258222,0.0047869415266,0.01419400409,-0.01547828431,-0.00097089426844,0.00094081117406,-0.0012948649437
-0.0010864800315,-0.0042586924,-0.0031328477842,-0.017631475744,0.00097567258996,-0.036330001985,-0.0038819669506,-0.0034853136982,-0.0059756253216
0.0020114805289,-0.0038122459849,-0.0049483243796,0.0024103586255,-0.0018641249824,-0.003845759219,0.017110293615,-0.0078257525991,-0.025357125967
-0.0048542736707,-0.0040656599537,-0.0023804876382,-0.0028071676337,-0.0016463091793,-0.00023392616759,0.000028744688307,-0.00076168780406,-0.00053007548418
-0.0055800104384,-0.00017828428864,0.0036054344471,-0.0013232639684,0.00079769566941,0.0011695273436,-0.00607756314,-0.014688918858,-0.031325668958
0.0020667915051,0.00014658162587,0.00014791629532,-0.00013771137695,0.0001588217774,-0.0011674676834,0.014910674082,-0.011565552794,-0.019695088227
0.0025525732946,-0.0085973890888,-0.0091972772985,0.015411005782,0.029796520792,-0.0076440263276,2.392995074e-6,-0.00063753719617,-0.0002896189538
0.00036510953471,-0.00039436922086,-0.00067580839626,0.0054046263044,-0.0021568372649,-0.0014307210313,0.0086197163018,-0.038775905084,-0.022949551705
-0.00034330200854,0.0010029240056,0.00026254448908,-0.0003089084827,-0.000740547128,-0.00052042831031,-0.021550685817,-0.0059674821488,-0.027813816515
0.0026709565861,0.0071309064001,-0.001674837393,-0.00011702424383,0.00013076627358,-0.00023727844825,-0.029212693798,0.010603648332,0.00038845203284
0.0045438431856,0.00071188618274,0.0021171702974,-0.0007499515114,0.0045728123582,0.0010614668425,0.016608943178,-0.0088275700429,-0.016542697017
-0.00082744886829,0.00007748101309,0.0027622647975,0.0062087440237,-0.0054509110864,0.0062977616527,-0.0058111279905,-0.0059840580715,0.033579318548
0.00056711420639,0.0012067814032,-0.0035917095491,0.013078241856,-0.016366090621,-0.027641815827,-0.0010405640778,-0.002365838733,-0.01352717761
0.000028721903504,0.000089048352111,-0.000070684432158,0.0067167280186,-0.0063373066326,0.00033655572074,0.026695750378,-0.029558170318,0.015294998729
0.00011133622262,0.00081394028492,0.00073685537175,0.020890593931,-0.016479919698,0.035135361023,-0.00066955699894,-0.00019890921242,0.0073427529905
0.00030390603478,5.0373880459e-8,0.000085159916116,-0.0040807231207,0.0060422665702,-0.012923554945,0.014077483445,-0.01532663945,-0.022504928494
-0.0040569451576,-0.0029186429619,-0.0066541244148,-0.0034176336702,0.0012349153084,-0.0066929558992,-0.0055207857505,-0.0022113956462,-0.0085243419854
-0.00023565388575,0.000030150278095,-0.0015496032543,0.000085197922712,-0.00048229852117,0.00078395514491,-0.0023630940142,-0.030834630426,0.010161141164
-0.015361946344,-0.012418218665,0.0028329316664,-0.00019984162733,-0.0041817032876,0.0037262283238,-0.0068627025184,-0.0070357070213,-0.0095902847252
0.0047971898352,-0.0097601123149,0.0025302294005,0.0012324472543,-0.0036305855001,0.0014841251032,0.024876769243,-0.01063452541,0.016214876669
-0.0017469338379,-0.015443778476,-0.013057803448,0.00058491192878,-0.0097786193142,-0.0071462350219,0.0022588292959,-0.0040010384472,-0.0037381799266
0.015355395608,0.0010730955161,0.0042370596139,0.0040692674192,-0.0084797489536,0.004462915418,0.004942024098,0.00066661301225,-0.00057957037328
-0.0035602815127,-0.00024564836532,-0.0041420523945,-0.0013090894268,0.001864017587,-0.0039683435197,0.011503542312,-0.01495774795,-0.0048429903879
0.0042517637576,0.0010840886873,-0.00012906863235,0.0009837451552,0.0025382654032,0.0018892962804,0.0065145888294,-0.0011472756266,0.043353103969
0.0030338571425,-0.0068408418283,0.0037371897042,0.014933762022,-0.0064416233384,0.014560183145,0.0015187374606,-0.0039551209826,0.0035552994835
0.0083890545319,0.0047948113059,0.012067674432,0.012311475209,0.0088029009846,0.020354776609,0.0021757135929,0.001225874808,0.002257325322
0.00083962702939,0.002408349307,-0.00040049048567,0.0038356715958,0.0061822808337,-0.0045552695388,0.0022861671289,0.023406331895,-0.031297931597
-0.0069443282661,-0.0013257616829,0.0063635613483,-0.020657223299,0.0018049976364,0.011853481927,-0.00513990442,0.00028330388592,0.0041885958044
-0.0020154097324,0.0079601969799,0.0047372573148,-0.0035350221368,0.0023063202702,-0.0029952471507,-0.014019038984,0.013049008911,0.0097758130721
-0.003081308624,0.00017094317633,-0.0041844642656,-0.0075491815721,0.00030593281881,-0.0064609174611,-0.01822966336,-0.00097906654977,-0.012227076954
-0.0020119023079,0.0016173533817,-0.0018198393954,-0.02424157697,0.02003327757,-0.0072672651869,-0.0073540724178,0.0028894009853,-0.0044331749278
